"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.430640833E0,-3.355337083E-1,3.848980665E-1,1.879632622E-1
3.440602833E0,-1.823582649E0,1.312826395E0,2.928611338E-1
3.450564833E0,-4.961290836E0,3.451460600E0,3.550384939E-1
3.460525833E0,-6.639437199E0,4.261641979E0,1.294526905E-1
3.470487833E0,-6.023522377E0,2.805479527E0,-7.184899598E-2
3.480449833E0,-5.193486214E0,1.096508265E0,3.336896002E-2
3.490410833E0,-4.169126987E0,-6.112666130E-1,3.479346335E-1
3.500372833E0,-1.541386008E0,-1.995349169E0,7.061084509E-1
3.510334833E0,-2.021398246E-1,-4.271036148E0,1.158641458E0
3.520295833E0,4.753630161E-1,-5.447075844E0,1.492582202E0
3.530257833E0,7.931212783E-1,-5.683317661E0,1.811061740E0
3.540219833E0,-6.138003469E-1,-3.487300158E0,1.334809780E0
3.550180833E0,-1.900704265E0,-2.680428922E-1,7.720816135E-1
3.560142833E0,-1.736240029E0,1.672001719E0,2.488586754E-1
3.570104833E0,-1.246129394E0,3.199325562E0,-3.761106431E-1
3.580065833E0,-5.965758860E-2,3.869387388E0,-7.044925690E-1
3.590027833E0,1.557103038E0,2.302019358E0,-4.434905648E-1
3.599989833E0,2.331367254E0,2.194776833E-1,1.368164718E-1
3.609950833E0,2.245752335E0,-7.894526124E-1,5.201726556E-1
3.619912750E0,1.692181706E0,-8.655680418E-1,6.089926362E-1
3.629874750E0,1.435935974E0,-7.502409220E-1,5.022445917E-1
3.639835750E0,1.472628355E0,-2.563479900E0,4.409597814E-1
3.649797750E0,1.772960424E-1,-1.948894858E0,-1.461199671E-1
3.659759750E0,6.819345355E-1,-2.189010382E0,-3.882008195E-1
3.669720750E0,2.170653105E0,-1.761952877E0,-3.378729224E-1
3.679682750E0,2.897024632E0,-5.019257665E-1,-4.054164588E-1
3.689644750E0,3.013134241E0,1.008568883E0,-5.366902947E-1
3.699605750E0,2.832428932E0,2.180321455E0,-5.952398181E-1
3.709567750E0,2.500218153E0,2.780079365E0,-6.499084234E-1
3.719529750E0,2.107883215E0,2.919150829E0,-7.496653795E-1
3.729490750E0,1.670930266E0,2.664723635E0,-8.849486113E-1
3.739452750E0,1.224825144E0,2.177715063E0,-1.024107814E0
3.749414750E0,8.409343958E-1,1.609869123E0,-1.107555270E0
3.759376750E0,5.400125980E-1,9.968462586E-1,-1.124292493E0
3.769337750E0,3.179169297E-1,3.957031369E-1,-1.113408446E0
3.779299750E0,1.957827210E-1,-1.567501426E-1,-1.074075341E0
3.789261750E0,1.629272997E-1,-6.048155427E-1,-1.007940173E0
3.799222750E0,2.171755880E-1,-8.885592222E-1,-8.965824246E-1
3.809184750E0,3.366218209E-1,-1.000948548E0,-7.667490244E-1
