"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.218155500E0,-5.474116516E-1,-1.549278259E-1,4.790039063E-2
3.228117500E0,-5.087919617E-1,-4.281097412E-2,1.634600830E-1
3.238078500E0,-2.799179077E-1,-9.116043091E-2,2.971321106E-1
3.248040500E0,7.375163269E-1,-1.401984558E0,2.040257263E-1
3.258002500E0,2.585273895E0,-4.408482513E0,-2.399510193E-1
3.267964500E0,5.366490326E0,-9.136700134E0,-1.348096619E0
3.277926500E0,8.103698273E0,-1.521855286E1,-4.560416565E0
3.287888500E0,9.943821716E0,-2.045705933E1,-7.631430359E0
3.297849500E0,1.350716171E1,-2.142644348E1,-8.653954010E0
3.307811500E0,1.577329926E1,-1.812640594E1,-9.445657654E0
3.317773500E0,1.497126709E1,-1.524370056E1,-6.270909576E0
3.327735500E0,1.288355850E1,-1.328457458E1,-3.459605713E0
3.337697500E0,1.162377823E1,-1.191252777E1,-2.077529755E0
3.347658500E0,1.106079895E1,-1.073058563E1,-2.982697449E0
3.357620500E0,1.005683670E1,-1.055754547E1,-4.813240814E0
3.367582500E0,8.373587036E0,-1.089659042E1,-5.527555389E0
3.377544500E0,5.319039001E0,-1.132275421E1,-5.263055420E0
3.387506500E0,2.885399780E0,-1.169982010E1,-4.885390778E0
3.397468500E0,2.459385681E0,-1.232462082E1,-4.374802551E0
3.407429500E0,3.082689514E0,-1.263761993E1,-4.047133942E0
3.417391500E0,4.800666962E0,-1.269899231E1,-3.942351837E0
3.427353500E0,6.377487946E0,-1.189935516E1,-3.587439880E0
3.437315500E0,6.854396210E0,-9.410480804E0,-2.740052032E0
3.447277500E0,6.111341400E0,-6.160738678E0,-2.500250702E0
3.457238500E0,5.277874603E0,-2.717449036E0,-2.498005371E0
3.467200500E0,4.090244293E0,1.489402771E-1,-1.827699280E0
3.477162500E0,1.987417145E0,1.565444641E0,-7.827223206E-1
3.487124500E0,-1.860630798E-1,1.521735535E0,-3.008743286E-2
