"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.648429292E0,4.296066284E-2,5.355862427E-1,6.375242615E-1
2.658391292E0,-7.828720093E-2,5.155279541E-1,4.655319214E-1
2.668352292E0,-2.233355713E-1,4.914280701E-1,2.050735474E-1
2.678314292E0,-4.978646851E-1,4.942721558E-1,-3.664379883E-1
2.688275292E0,-8.927435303E-1,3.535647583E-1,-1.360071716E0
2.698237292E0,-7.917036438E-1,-1.673519897E-1,-2.152823181E0
2.708199292E0,-6.360273743E-1,-4.992118835E-1,-2.182611237E0
2.718160292E0,-5.953120422E-1,-6.128256226E-1,-1.371597748E0
2.728122292E0,-4.327500916E-1,-5.445675659E-1,-2.398013306E-1
2.738083292E0,-2.374063110E-1,-3.954776001E-1,7.008425903E-1
2.748045292E0,-3.248245239E-2,-3.088078308E-1,9.889933777E-1
2.758007292E0,1.803749084E-1,-3.588038635E-1,8.613088989E-1
2.767968292E0,1.398092651E-1,-5.694158936E-1,4.516108704E-1
2.777930292E0,2.766247559E-1,-9.710307312E-1,-2.625540161E-1
2.787891292E0,3.983216858E-1,-1.501078491E0,-2.341580658E0
2.797853292E0,6.593788147E-1,-3.578159180E0,-8.578361206E0
2.807814292E0,1.599873047E0,-9.040001221E0,-1.428823746E1
2.817776292E0,2.024539948E0,-1.532977158E1,-1.006671616E1
2.827738292E0,1.643582153E-1,-2.096225876E1,-4.087100830E0
2.837699292E0,-2.673141174E0,-2.402159683E1,-4.331093445E0
2.847661292E0,-3.990701294E0,-2.525323563E1,-6.893764343E0
2.857622292E0,-3.392694855E0,-2.601320526E1,-5.215005341E0
2.867584292E0,-3.135978699E-1,-2.457349915E1,-3.964954834E0
2.877546292E0,1.928739166E0,-2.201382202E1,-9.958790588E0
2.887507292E0,2.838696899E0,-1.953093521E1,-9.271569672E0
2.897469292E0,2.867586823E0,-1.835752533E1,-2.677182770E0
2.907430292E0,3.540737000E0,-1.839584564E1,-3.862118683E0
2.917392292E0,3.980971527E0,-2.021905426E1,-9.915231171E0
2.927353292E0,2.766097870E0,-2.174363388E1,-1.281829422E1
2.937315292E0,5.861810303E-1,-2.104668320E1,-9.662107544E0
2.947277292E0,-1.951342163E0,-2.052352112E1,-6.573580170E0
2.957238292E0,-3.835324402E0,-2.123798538E1,-7.635921021E0
2.967200292E0,-3.914210358E0,-2.208088257E1,-7.666607208E0
2.977161292E0,-2.328557739E0,-2.235960297E1,-5.410798187E0
2.987123292E0,-1.135089569E0,-2.162298477E1,-4.282594299E0
2.997084292E0,-3.929328918E-1,-2.023117905E1,-4.439617767E0
3.007046292E0,-1.372645569E-1,-1.862501907E1,-4.133055267E0
3.017008292E0,2.769241333E-2,-1.672666672E1,-3.804039459E0
3.026969292E0,5.222639465E-1,-1.440304871E1,-3.578159180E0
3.036931292E0,1.137484589E0,-1.213017517E1,-3.184328156E0
3.046892292E0,1.917213135E0,-1.028496231E1,-3.202739868E0
